sentence,component_id,component_name,confidence,source
1,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
1,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
1,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
1,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,full_name
1,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
1,_GaP8QKETEeu-mYqkDskRow,Client,1.00,full_name
1,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
2,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
5,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
7,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
8,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
9,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
9,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,full_name
10,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,full_name
15,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
16,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
17,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
18,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
18,_GaP8QKETEeu-mYqkDskRow,Client,1.00,full_name
20,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
25,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
29,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
31,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
35,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
41,_1lMqsKESEeu-mYqkDskRow,UI,1.00,coreference
42,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
44,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
45,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
46,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
47,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
48,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
50,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
58,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
62,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
64,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,coreference
66,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
67,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
68,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
69,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
70,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
73,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
74,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
77,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
81,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
83,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,partial_name
85,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
85,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
88,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
