sentence,component_id,component_name,confidence,source
1,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
1,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
1,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
1,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,entity
1,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
1,_GaP8QKETEeu-mYqkDskRow,Client,1.00,entity
1,_zUmhEKESEeu-mYqkDskRow,Common,1.00,entity
4,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
5,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
7,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
7,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
8,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
9,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
9,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,entity
10,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,entity
15,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
16,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
18,_GaP8QKETEeu-mYqkDskRow,Client,1.00,entity
19,_GaP8QKETEeu-mYqkDskRow,Client,1.00,coreference
20,_zUmhEKESEeu-mYqkDskRow,Common,1.00,entity
25,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
29,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
47,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
68,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
77,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
78,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
81,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
85,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
85,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
87,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
88,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
97,_1lMqsKESEeu-mYqkDskRow,UI,1.00,entity
97,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
101,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
118,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
119,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
120,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
122,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
122,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,s24_relation_role
123,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
125,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
128,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
129,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
131,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
131,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
137,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,entity
138,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,s24_relation_role
141,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,s24_relation_role
155,_zUmhEKESEeu-mYqkDskRow,Common,1.00,entity
163,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,entity
168,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,coreference
174,_zUmhEKESEeu-mYqkDskRow,Common,1.00,entity
175,_zUmhEKESEeu-mYqkDskRow,Common,1.00,entity
176,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,entity
177,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,entity
185,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
186,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
188,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,entity
194,_GaP8QKETEeu-mYqkDskRow,Client,1.00,entity
