modelElementID,sentence
rustc_driver_impl,6
rustc_session,7
rustc_session,8
rustc_driver_impl,10
rustc_driver_impl,11
rustc_lexer,12
rustc_lexer,13
rustc_lexer,14
rustc_parse,15
rustc_lexer,16
rustc_lexer,18
rustc_parse,19
rustc_lexer,20
rustc_parse,21
rustc_parse,22
rustc_parse,23
rustc_expand,24
rustc_parse,25
rustc_parse,26
rustc_parse,27
rustc_parse,28
rustc_parse,29
rustc_parse,30
rustc_ast_lowering,31
rustc_hir_analysis,31
rustc_mir_build,31
rustc_parse,31
rustc_ast_passes,32
rustc_expand,32
rustc_lint,32
rustc_parse,32
rustc_resolve,32
rustc_parse,33
rustc_parse,34
rustc_ast_lowering,35
rustc_ast_lowering,36
rustc_hir_analysis,37
rustc_hir_typeck,37
rustc_trait_selection,37
rustc_hir_analysis,38
rustc_mir_build,40
rustc_mir_transform,41
rustc_mir_transform,42
rustc_mir_transform,43
rustc_monomorphize,44
rustc_monomorphize,45
rustc_monomorphize,46
rustc_codegen_ssa,48
rustc_codegen_llvm,49
rustc_monomorphize,50
rustc_codegen_llvm,51
rustc_codegen_ssa,51
rustc_codegen_ssa,52
rustc_incremental,57
rustc_codegen_llvm,71
rustc_middle,74
rustc_lexer,78
rustc_parse,79
rustc_ast,80
rustc_ast,81
rustc_ast,82
rustc_middle,83
rustc_middle,84
rustc_middle,85
rustc_mir_build,86
rustc_mir_build,87
rustc_mir_build,88
rustc_middle,89
rustc_middle,91
rustc_borrowck,92
rustc_mir_dataflow,92
rustc_const_eval,93
rustc_mir_transform,93
rustc_middle,94
rustc_codegen_llvm,96
rustc_llvm,96
rustc_codegen_llvm,98
rustc_llvm,98
rustc_arena,99
rustc_arena,100
rustc_arena,101
rustc_arena,102
rustc_middle,102
rustc_middle,103
rustc_middle,104
rustc_incremental,106
rustc_middle,107
rustc_query_impl,107
rustc_middle,109
rustc_query_impl,109
rustc_incremental,110
rustc_query_impl,110
rustc_incremental,111
rustc_codegen_llvm,113
rustc_mir_build,113
rustc_borrowck,114
rustc_mir_transform,114
rustc_borrowck,115
rustc_incremental,115
rustc_borrowck,116
rustc_monomorphize,116
rustc_borrowck,117
rustc_middle,122
rustc_middle,125
rustc_middle,126
rustc_middle,127
rustc_middle,130
rustc_middle,131
rustc_middle,132
rustc_codegen_ssa,135
rustc_data_structures,138
rustc_ast,149
rustc_borrowck,149
rustc_codegen_ssa,149
rustc_driver,149
rustc_hir,149
rustc_lexer,149
rustc_middle,149
rustc_mir_transform,149
rustc_parse,149
rustc_session,149
rustc,160
rustc_driver_impl,160
rustc,161
rustc_driver_impl,161
rustc_driver_impl,162
rustc_interface,162
rustc_interface,163
rustc_interface,164
rustc_middle,165
rustc_parse,166
rustc_span,166
rustc_data_structures,167
rustc_errors,167
rustc_span,167
rustc_llvm,169
rustc_data_structures,176
rustc_index,176
rustc_serialize,176
rustc_span,176
rustc_ast,178
rustc_lexer,178
rustc_parse,178
rustc_middle,179
rustc_query_impl,179
rustc_middle,180
rustc_middle,181
rustc_middle,182
rustc_middle,183
rustc_middle,184
rustc_lint,186
rustc_middle,186
rustc_driver,189
rustc_interface,189
rustc_interface,190
rustc_driver_impl,192
rustc_interface,192
rustc_middle,213
rustc_query_impl,213
rustc_middle,214
rustc_query_impl,214
rustc_query_impl,216
rustc_query_impl,217
rustc_incremental,218
rustc_query_impl,218
rustc_incremental,219
rustc_interface,220
rustc_interface,221
rustc_query_impl,222
rustc_query_impl,223
rustc_query_impl,224
rustc_query_impl,225
rustc_query_impl,226
rustc_middle,228
rustc_query_impl,228
rustc_middle,229
rustc_middle,230
rustc_query_impl,231
rustc_middle,233
rustc_middle,234
rustc_middle,235
rustc_middle,236
rustc_metadata,241
rustc_driver,242
rustc_interface,243
rustc_middle,244
rustc_interface,245
rustc_hir_analysis,246
rustc_middle,246
rustc_middle,247
rustc_middle,248
rustc_middle,249
rustc_interface,252
rustc_metadata,253
rustc_metadata,254
rustc_query_impl,257
rustc_metadata,258
rustc_metadata,259
rustc_metadata,260
rustc_query_impl,260
rustc_query_impl,261
rustc_query_impl,262
rustc_query_impl,264
rustc_metadata,265
rustc_query_impl,265
rustc_middle,267
rustc_middle,268
rustc_middle,269
rustc_middle,270
rustc_middle,271
rustc_query_impl,272
rustc_query_impl,273
rustc_middle,274
rustc_middle,275
rustc_query_impl,276
rustc_middle,278
rustc_middle,279
rustc_data_structures,280
rustc_data_structures,281
rustc_arena,285
rustc_data_structures,285
rustc_arena,286
rustc_arena,287
rustc_arena,288
rustc_arena,289
rustc_middle,290
rustc_middle,291
rustc_middle,292
rustc_middle,293
rustc_middle,294
rustc_middle,295
rustc_middle,296
rustc_middle,297
rustc_middle,298
rustc_middle,299
rustc_middle,300
rustc_middle,301
rustc_middle,302
rustc_middle,303
rustc_middle,304
rustc_middle,305
rustc_middle,306
rustc_type_ir,308
rustc_middle,309
rustc_middle,310
rustc_middle,311
rustc_middle,312
rustc_middle,313
rustc_data_structures,315
rustc_middle,315
rustc_middle,316
rustc_serialize,317
rustc_metadata,318
rustc_metadata,319
rustc_incremental,320
rustc_codegen_ssa,321
rustc_serialize,322
rustc_serialize,323
rustc_serialize,324
rustc_serialize,326
rustc_middle,327
rustc_middle,328
rustc_macros,329
rustc_middle,330
rustc_middle,331
rustc_middle,332
rustc_macros,333
rustc_middle,334
rustc_macros,335
rustc_macros,336
rustc_macros,337
rustc_macros,338
rustc_macros,339
rustc_macros,340
rustc_macros,341
rustc_middle,342
rustc_middle,343
rustc_metadata,344
rustc_metadata,345
rustc_metadata,346
rustc_metadata,348
rustc_metadata,349
rustc_metadata,350
rustc_metadata,351
rustc_serialize,353
rustc_serialize,354
rustc,356
rustc_codegen_ssa,357
rustc_session,358
rustc_borrowck,359
rustc_hir_analysis,359
rustc_hir_typeck,359
rustc_mir_transform,359
rustc_interface,360
rustc_ast_lowering,361
rustc_expand,361
rustc_parse,361
rustc_monomorphize,362
rustc_codegen_llvm,363
rustc_codegen_ssa,363
rustc_codegen_ssa,364
rustc_codegen_ssa,365
rustc_data_structures,366
rustc_data_structures,367
rustc_data_structures,368
rustc_data_structures,369
rustc_data_structures,371
rustc_thread_pool,371
rustc_data_structures,372
rustc_thread_pool,372
rustc_data_structures,373
rustc_thread_pool,373
rustc_data_structures,374
rustc_thread_pool,374
rustc_data_structures,375
rustc_data_structures,376
rustc_thread_pool,377
rustc_thread_pool,378
rustc_thread_pool,379
rustc_middle,382
rustc_middle,383
rustc_query_impl,384
rustc_query_impl,385
rustc_query_impl,386
rustc_query_impl,387
rustc_query_impl,388
rustc_query_impl,389
rustc_resolve,391
rustc_lexer,394
rustc_parse,394
rustc_lexer,396
rustc_ast,397
rustc_ast,398
rustc_ast,399
rustc_ast,400
rustc_ast,401
rustc_incremental,402
rustc_ast,403
rustc_parse,404
rustc_parse,405
rustc_parse,406
rustc_parse,407
rustc_parse,408
rustc_session,409
rustc_parse,410
rustc_parse,411
rustc_expand,412
rustc_lexer,413
rustc_lexer,414
rustc_parse,415
rustc_parse,416
rustc_parse,418
rustc_expand,419
rustc_expand,420
rustc_expand,421
rustc_span,421
rustc_expand,422
rustc_expand,423
rustc_builtin_macros,424
rustc_expand,425
rustc_expand,426
rustc_expand,427
rustc_expand,428
rustc_expand,429
rustc_expand,430
rustc_expand,431
rustc_expand,432
rustc_expand,433
rustc_expand,434
rustc_resolve,434
rustc_expand,435
rustc_resolve,435
rustc_expand,436
rustc_expand,437
rustc_resolve,438
rustc_resolve,439
rustc_resolve,440
rustc_resolve,441
rustc_expand,442
rustc_builtin_macros,443
rustc_expand,444
rustc_expand,445
rustc_builtin_macros,446
rustc_expand,446
rustc_builtin_macros,448
rustc_expand,449
rustc_expand,451
rustc_expand,452
rustc_expand,453
rustc_expand,454
rustc_expand,455
rustc_expand,456
rustc_expand,461
rustc_expand,462
rustc_expand,463
rustc_expand,464
rustc_expand,465
rustc_span,465
rustc_expand,466
rustc_span,466
rustc_expand,467
rustc_expand,468
