task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run1,teammates,92,0.5978,0.9649,0.7383,results/s110_extracts/luna/run1/teammates.json,233a255ad6012585
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run1,bigbluebutton,72,0.8056,0.9355,0.8657,results/s110_extracts/luna/run1/bigbluebutton.json,8192a446fb55e1a0
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run1,jabref,21,0.8571,1.0000,0.9231,results/s110_extracts/luna/run1/jabref.json,505872a03f059b1b
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/luna/run2/mediastore.json,3479ea9d408935a3
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run2,teastore,27,0.9630,0.9630,0.9630,results/s110_extracts/luna/run2/teastore.json,b0b8519da723bb1a
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run2,teammates,97,0.5876,1.0000,0.7403,results/s110_extracts/luna/run2/teammates.json,b663b51f2e902fc6
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run2,bigbluebutton,67,0.8955,0.9677,0.9302,results/s110_extracts/luna/run2/bigbluebutton.json,a561420733dd5cd9
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run2,jabref,20,0.9000,1.0000,0.9474,results/s110_extracts/luna/run2/jabref.json,9efbff63d7ae044e
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/luna/run3/mediastore.json,273f1cde3d605137
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run3,teastore,31,0.8710,1.0000,0.9310,results/s110_extracts/luna/run3/teastore.json,bb37d79fccf1d314
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run3,teammates,103,0.5534,1.0000,0.7125,results/s110_extracts/luna/run3/teammates.json,84f0a9d66289b51c
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run3,bigbluebutton,60,0.9167,0.8871,0.9016,results/s110_extracts/luna/run3/bigbluebutton.json,ad0cc4822a936229
model-doc,aalinker,luna_s110,gpt-5.6-luna,full,run3,jabref,21,0.8571,1.0000,0.9231,results/s110_extracts/luna/run3/jabref.json,deab257ca40ffa2d
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run1/mediastore.json,9448422c9aeef7ce
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run1/teastore.json,383da99b3e225b2f
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,teammates,69,0.7826,0.9474,0.8571,results/s110_extracts/terra/run1/teammates.json,0ff343d22412243d
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,bigbluebutton,66,0.8636,0.9194,0.8906,results/s110_extracts/terra/run1/bigbluebutton.json,2a264cd52691bd0c
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run1,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run1/jabref.json,a6c6b17fe94567aa
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run2/mediastore.json,d9dbdad5cbd24144
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run2/teastore.json,b9b1ed2736a8790d
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,teammates,64,0.8125,0.9123,0.8595,results/s110_extracts/terra/run2/teammates.json,05ebedd206004d63
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,bigbluebutton,68,0.8676,0.9516,0.9077,results/s110_extracts/terra/run2/bigbluebutton.json,e0e01afcdee8948c
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run2,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run2/jabref.json,12e6b41f14054199
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s110_extracts/terra/run3/mediastore.json,7eea36801bf500f5
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,teastore,26,1.0000,0.9630,0.9811,results/s110_extracts/terra/run3/teastore.json,b2c658dbbc4352c7
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,teammates,66,0.8333,0.9649,0.8943,results/s110_extracts/terra/run3/teammates.json,9e7b7dc97ba35978
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,bigbluebutton,70,0.8143,0.9194,0.8636,results/s110_extracts/terra/run3/bigbluebutton.json,d18449f2e44b86a6
model-doc,aalinker,terra_s110,gpt-5.6-terra,full,run3,jabref,18,1.0000,1.0000,1.0000,results/s110_extracts/terra/run3/jabref.json,c715e73f4cf9a6b6
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/mediastore.json,17d8147fb4189674
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/teastore.json,3ad57d567c85a144
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,teammates,49,1.0000,0.8596,0.9245,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/teammates.json,27ead3bab5994421
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,bigbluebutton,48,0.9792,0.7581,0.8545,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/bigbluebutton.json,de9f534cba9b8812
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run1,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run1/jabref.json,23b381fa435ac932
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,mediastore,28,1.0000,0.9032,0.9492,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/mediastore.json,ed38cf808aaae3bf
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/teastore.json,32740dd328187886
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,teammates,51,0.9412,0.8421,0.8889,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/teammates.json,5e0fcb0fb1cbef63
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,bigbluebutton,49,0.9796,0.7742,0.8649,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/bigbluebutton.json,9d87dfc8753cbbbb
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run2,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run2/jabref.json,302c861ca459c82a
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/mediastore.json,1b1b8f456fe191b0
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,teastore,25,1.0000,0.9259,0.9615,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/teastore.json,b7b7a1a414e784b0
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,teammates,51,0.9412,0.8421,0.8889,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/teammates.json,39ea00968cbedac3
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,bigbluebutton,46,1.0000,0.7419,0.8519,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/bigbluebutton.json,9efdd81236f55c7b
model-doc,aalinker,gpt-5.4_s21,gpt-5.4,full,run3,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21/gpt/run3/jabref.json,c7440ce69908ff56
model-doc,aalinker,sonnet_s21,claude,full,run1,mediastore,31,0.9677,0.9677,0.9677,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/mediastore.json,58637f114b091578
model-doc,aalinker,sonnet_s21,claude,full,run1,teastore,28,0.9643,1.0000,0.9818,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/teastore.json,aa8f9a2d35d0221f
model-doc,aalinker,sonnet_s21,claude,full,run1,teammates,55,0.9273,0.8947,0.9107,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/teammates.json,8ff97461475c1f19
model-doc,aalinker,sonnet_s21,claude,full,run1,bigbluebutton,47,0.9574,0.7258,0.8257,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/bigbluebutton.json,f56980567d7cc690
model-doc,aalinker,sonnet_s21,claude,full,run1,jabref,19,0.9474,1.0000,0.9730,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run1/jabref.json,2ab3f8adf906251a
model-doc,aalinker,sonnet_s21,claude,full,run2,mediastore,29,1.0000,0.9355,0.9667,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/mediastore.json,942f56721b285072
model-doc,aalinker,sonnet_s21,claude,full,run2,teastore,26,1.0000,0.9630,0.9811,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/teastore.json,d8e25fb5c843fe83
model-doc,aalinker,sonnet_s21,claude,full,run2,teammates,54,0.9444,0.8947,0.9189,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/teammates.json,e0d942bc142870fa
model-doc,aalinker,sonnet_s21,claude,full,run2,bigbluebutton,49,0.9592,0.7581,0.8468,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/bigbluebutton.json,9961a7f491e83146
model-doc,aalinker,sonnet_s21,claude,full,run2,jabref,19,0.9474,1.0000,0.9730,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run2/jabref.json,be58dba5a48f3186
model-doc,aalinker,sonnet_s21,claude,full,run3,mediastore,27,0.9630,0.8387,0.8966,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/mediastore.json,d27ad7c47a2ebe07
model-doc,aalinker,sonnet_s21,claude,full,run3,teastore,30,0.9000,1.0000,0.9474,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/teastore.json,6ef9a6dbc882d810
model-doc,aalinker,sonnet_s21,claude,full,run3,teammates,51,0.9608,0.8596,0.9074,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/teammates.json,83a96ef7d44b5c00
model-doc,aalinker,sonnet_s21,claude,full,run3,bigbluebutton,43,0.9767,0.6774,0.8000,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/bigbluebutton.json,5d6d4c90d8b77a9e
model-doc,aalinker,sonnet_s21,claude,full,run3,jabref,18,1.0000,1.0000,1.0000,agent-linker/results/v2.6.6_extracts_s21_sonnet/sonnet/run3/jabref.json,666ff2e74e0c8c4b
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s92a_extracts/luna/run1/mediastore.json,f9b3ef6aff579c91
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run1,teastore,28,0.9286,0.9630,0.9455,results/s92a_extracts/luna/run1/teastore.json,d163c97b1218e820
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run1,teammates,102,0.5490,0.9825,0.7044,results/s92a_extracts/luna/run1/teammates.json,931decbef316573b
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run1,bigbluebutton,95,0.6316,0.9677,0.7643,results/s92a_extracts/luna/run1/bigbluebutton.json,381be70dfdbc34b7
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run1,jabref,19,0.9474,1.0000,0.9730,results/s92a_extracts/luna/run1/jabref.json,7efadc38269066e5
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s92a_extracts/luna/run2/mediastore.json,afa31871bed2607f
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run2,teastore,29,0.9310,1.0000,0.9643,results/s92a_extracts/luna/run2/teastore.json,98c1caa43b4bea60
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run2,teammates,99,0.5556,0.9649,0.7051,results/s92a_extracts/luna/run2/teammates.json,67d1ae50434c10a0
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run2,bigbluebutton,81,0.6667,0.8710,0.7552,results/s92a_extracts/luna/run2/bigbluebutton.json,591f8914ce1204c1
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run2,jabref,20,0.9000,1.0000,0.9474,results/s92a_extracts/luna/run2/jabref.json,1f19e4459d5e247a
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run3,mediastore,33,0.9091,0.9677,0.9375,results/s92a_extracts/luna/run3/mediastore.json,a342e6cd13997cb7
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run3,teastore,28,0.9643,1.0000,0.9818,results/s92a_extracts/luna/run3/teastore.json,f3c539484dfd1198
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run3,teammates,78,0.7308,1.0000,0.8444,results/s92a_extracts/luna/run3/teammates.json,26967177349856f4
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run3,bigbluebutton,81,0.7160,0.9355,0.8112,results/s92a_extracts/luna/run3/bigbluebutton.json,15c264e7c2786703
model-doc,aalinker,luna_s92a,gpt-5.6-luna,full,run3,jabref,20,0.9000,1.0000,0.9474,results/s92a_extracts/luna/run3/jabref.json,67933942a6006fc9
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run1,mediastore,31,0.9032,0.9032,0.9032,results/s92a_extracts/terra/run1/mediastore.json,def9a029b26b653a
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run1,teastore,27,1.0000,1.0000,1.0000,results/s92a_extracts/terra/run1/teastore.json,e98f5a79754b1fc9
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run1,teammates,72,0.6806,0.8596,0.7597,results/s92a_extracts/terra/run1/teammates.json,662ae311a13012ff
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run1,bigbluebutton,71,0.8451,0.9677,0.9023,results/s92a_extracts/terra/run1/bigbluebutton.json,3e06b86b9dbd68fd
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run1,jabref,19,0.9474,1.0000,0.9730,results/s92a_extracts/terra/run1/jabref.json,aca47d4791f82b2b
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run2,mediastore,31,0.9032,0.9032,0.9032,results/s92a_extracts/terra/run2/mediastore.json,503f41595b92a295
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run2,teastore,27,1.0000,1.0000,1.0000,results/s92a_extracts/terra/run2/teastore.json,c6cc0d4cb6414c3d
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run2,teammates,64,0.8281,0.9298,0.8760,results/s92a_extracts/terra/run2/teammates.json,7fa014716021ab7d
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run2,bigbluebutton,65,0.8308,0.8710,0.8504,results/s92a_extracts/terra/run2/bigbluebutton.json,ad7f5c78cf26dc0a
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run2,jabref,19,0.9474,1.0000,0.9730,results/s92a_extracts/terra/run2/jabref.json,f9871cf114710834
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run3,mediastore,31,0.9032,0.9032,0.9032,results/s92a_extracts/terra/run3/mediastore.json,459a814a99b97678
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run3,teastore,27,1.0000,1.0000,1.0000,results/s92a_extracts/terra/run3/teastore.json,72f7b331e0c42c41
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run3,teammates,69,0.7536,0.9123,0.8254,results/s92a_extracts/terra/run3/teammates.json,60060a56baececba
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run3,bigbluebutton,68,0.8235,0.9032,0.8615,results/s92a_extracts/terra/run3/bigbluebutton.json,a62be8d90d8038b2
model-doc,aalinker,terra_s92a,gpt-5.6-terra,full,run3,jabref,19,0.9474,1.0000,0.9730,results/s92a_extracts/terra/run3/jabref.json,1986d6443186c192
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/luna/run1/mediastore.json,300b30d81b2c08fe
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run1,teastore,27,0.9630,0.9630,0.9630,results/s92actl_extracts/luna/run1/teastore.json,bf03cee013edf8ed
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run1,teammates,97,0.5773,0.9825,0.7273,results/s92actl_extracts/luna/run1/teammates.json,010a8c6e10c9cefd
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run1,bigbluebutton,87,0.6897,0.9677,0.8054,results/s92actl_extracts/luna/run1/bigbluebutton.json,700f5d96a04f0cf7
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run1,jabref,20,0.9000,1.0000,0.9474,results/s92actl_extracts/luna/run1/jabref.json,e0ad58a69100c061
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/luna/run2/mediastore.json,60c719b746a5d4d1
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run2,teastore,29,0.9310,1.0000,0.9643,results/s92actl_extracts/luna/run2/teastore.json,4be9f1ed37ca2f69
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run2,teammates,73,0.7671,0.9825,0.8615,results/s92actl_extracts/luna/run2/teammates.json,989f92d4e20ef534
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run2,bigbluebutton,88,0.6364,0.9032,0.7467,results/s92actl_extracts/luna/run2/bigbluebutton.json,0459c6890397c246
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run2,jabref,20,0.9000,1.0000,0.9474,results/s92actl_extracts/luna/run2/jabref.json,3ba17bdfdbc259e4
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/luna/run3/mediastore.json,2a19adb6f179135f
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run3,teastore,31,0.8710,1.0000,0.9310,results/s92actl_extracts/luna/run3/teastore.json,24ed4da646790314
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run3,teammates,86,0.6163,0.9298,0.7413,results/s92actl_extracts/luna/run3/teammates.json,f44657f066e19dc1
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run3,bigbluebutton,78,0.7692,0.9677,0.8571,results/s92actl_extracts/luna/run3/bigbluebutton.json,1de3529a997eec55
model-doc,aalinker,luna_s92actl,gpt-5.6-luna,full,run3,jabref,20,0.9000,1.0000,0.9474,results/s92actl_extracts/luna/run3/jabref.json,e027f449e2b21684
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run1,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/terra/run1/mediastore.json,cd2e89d9b3c9ebae
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run1,teastore,27,1.0000,1.0000,1.0000,results/s92actl_extracts/terra/run1/teastore.json,d4019029139b0797
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run1,teammates,69,0.7246,0.8772,0.7937,results/s92actl_extracts/terra/run1/teammates.json,610c4510a5a8f9c7
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run1,bigbluebutton,69,0.8116,0.9032,0.8550,results/s92actl_extracts/terra/run1/bigbluebutton.json,53260520e73ce675
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run1,jabref,18,1.0000,1.0000,1.0000,results/s92actl_extracts/terra/run1/jabref.json,fc212646d50a614b
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run2,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/terra/run2/mediastore.json,36ab3708cc3a8000
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run2,teastore,26,1.0000,0.9630,0.9811,results/s92actl_extracts/terra/run2/teastore.json,e5bbe905411e8fe3
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run2,teammates,69,0.7391,0.8947,0.8095,results/s92actl_extracts/terra/run2/teammates.json,6bbb29abc2f0216b
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run2,bigbluebutton,70,0.8000,0.9032,0.8485,results/s92actl_extracts/terra/run2/bigbluebutton.json,6063a33681fc6940
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run2,jabref,18,1.0000,1.0000,1.0000,results/s92actl_extracts/terra/run2/jabref.json,a66d5a13eee98a56
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run3,mediastore,34,0.9118,1.0000,0.9538,results/s92actl_extracts/terra/run3/mediastore.json,866cf056912ee09a
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run3,teastore,27,1.0000,1.0000,1.0000,results/s92actl_extracts/terra/run3/teastore.json,627a94d5bee8680c
model-doc,aalinker,terra_s92actl,gpt-5.6-terra,full,run3,teammates,65,0.7692,0.8772,0.8197,results/s92actl_extracts/terra/run3/teammates.json,1a81d8a612f332e2
