modelElementID,sentence
kube-apiserver,5
etcd,6
kube-scheduler,7
kube-controller-manager,8
cloud-controller-manager,9
kubelet,11
kube-proxy,12
container-runtime,13
dns,18
web-ui-dashboard,19
container-resource-monitoring,20
cluster-level-logging,21
kube-proxy,33
kube-proxy,34
kube-proxy,36
kube-controller-manager,41
kube-controller-manager,42
kube-controller-manager,43
kube-controller-manager,44
kube-controller-manager,45
kube-controller-manager,46
kube-controller-manager,47
cloud-controller-manager,48
cloud-controller-manager,49
cloud-controller-manager,50
cloud-controller-manager,51
cloud-controller-manager,52
cloud-controller-manager,53
cloud-controller-manager,54
cloud-controller-manager,55
kube-proxy,57
dns,61
dns,62
dns,63
web-ui-dashboard,64
web-ui-dashboard,65
container-resource-monitoring,66
cluster-level-logging,67
kubelet,74
kube-apiserver,85
cloud-controller-manager,86
kube-scheduler,91
kubelet,101
kubelet,118
kubelet,119
kubelet,120
kubelet,126
kubelet,127
kubelet,128
kubelet,130
kubelet,131
kubelet,132
kubelet,134
kubelet,135
kubelet,136
kubelet,138
kubelet,140
kube-scheduler,147
kube-controller-manager,162
kube-controller-manager,163
kube-controller-manager,164
kube-controller-manager,165
kube-controller-manager,166
kube-controller-manager,167
kube-controller-manager,168
kube-controller-manager,169
kube-controller-manager,170
kube-controller-manager,171
kube-controller-manager,172
kube-controller-manager,173
kube-controller-manager,174
kube-controller-manager,175
kube-controller-manager,176
kube-controller-manager,177
kube-controller-manager,178
kube-controller-manager,179
kube-controller-manager,180
kube-controller-manager,181
kube-controller-manager,182
kube-controller-manager,183
kube-controller-manager,185
kube-controller-manager,186
kube-controller-manager,187
kube-controller-manager,188
kube-controller-manager,189
kube-controller-manager,190
kube-scheduler,191
kube-scheduler,195
kube-scheduler,196
kubelet,199
kube-apiserver,213
kube-apiserver,215
kube-apiserver,216
kubelet,218
kube-proxy,221
kube-apiserver,222
kube-apiserver,224
kube-apiserver,225
kubelet,225
kube-apiserver,226
kube-apiserver,227
kubelet,227
kube-apiserver,228
kubelet,228
kube-apiserver,229
kubelet,229
kubelet,230
kube-apiserver,231
kubelet,231
kube-apiserver,232
kube-apiserver,233
kube-apiserver,234
kubelet,235
kube-apiserver,236
kube-apiserver,237
kube-apiserver,238
kube-apiserver,239
kube-apiserver,241
kube-apiserver,242
kube-controller-manager,270
kubelet,272
kube-controller-manager,273
kubelet,273
kube-controller-manager,274
kube-controller-manager,275
kube-controller-manager,278
kube-controller-manager,280
kube-controller-manager,296
kube-controller-manager,297
kube-controller-manager,303
kube-controller-manager,304
kube-controller-manager,305
kube-controller-manager,306
kube-controller-manager,307
kubelet,318
kubelet,320
kube-controller-manager,324
kube-scheduler,324
kube-controller-manager,326
kube-controller-manager,327
kube-apiserver,328
kube-apiserver,329
kube-apiserver,330
kube-apiserver,333
kube-apiserver,334
kube-apiserver,335
kube-apiserver,336
kube-apiserver,337
kube-apiserver,338
cloud-controller-manager,348
cloud-controller-manager,349
cloud-controller-manager,350
cloud-controller-manager,352
cloud-controller-manager,353
cloud-controller-manager,354
cloud-controller-manager,355
cloud-controller-manager,356
cloud-controller-manager,357
cloud-controller-manager,358
cloud-controller-manager,359
cloud-controller-manager,360
cloud-controller-manager,361
cloud-controller-manager,362
cloud-controller-manager,363
cloud-controller-manager,364
cloud-controller-manager,365
cloud-controller-manager,366
cloud-controller-manager,367
cloud-controller-manager,368
cloud-controller-manager,369
cloud-controller-manager,370
cloud-controller-manager,371
cloud-controller-manager,372
cloud-controller-manager,373
cloud-controller-manager,374
cloud-controller-manager,375
cloud-controller-manager,376
cloud-controller-manager,380
cloud-controller-manager,381
cloud-controller-manager,382
container-runtime,385
kubelet,385
container-runtime,402
container-runtime,403
container-runtime,404
container-runtime,405
kubelet,405
kubelet,418
kubelet,440
kubelet,441
kube-apiserver,479
kube-apiserver,480
kube-apiserver,481
kube-apiserver,488
kubelet,495
kubelet,496
kubelet,497
kubelet,498
kubelet,499
kubelet,500
kubelet,501
kubelet,502
kubelet,503
kubelet,504
kubelet,505
kubelet,507
kubelet,508
kubelet,509
kubelet,510
kubelet,511
kubelet,512
kubelet,513
kubelet,514
kubelet,515
kubelet,516
kubelet,517
kubelet,518
kubelet,519
kubelet,520
kubelet,521
kubelet,522
kube-apiserver,530
kube-apiserver,531
kube-apiserver,532
kube-apiserver,533
kube-apiserver,534
kube-apiserver,535
kube-apiserver,536
kube-apiserver,537
kube-apiserver,538
kube-apiserver,539
kube-apiserver,540
kube-apiserver,541
kube-apiserver,542
kube-apiserver,543
kube-apiserver,544
kube-apiserver,545
kube-apiserver,546
kube-apiserver,547
kube-apiserver,548
kube-apiserver,549
kube-apiserver,550
kube-apiserver,551
kube-apiserver,552
kube-apiserver,553
kube-apiserver,554
kube-apiserver,555
kube-apiserver,556
kube-apiserver,557
kube-apiserver,558
kube-apiserver,559
kubelet,568
kube-controller-manager,569
kube-controller-manager,570
