backend,run,variant,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
terra,run1,Full,mediastore,1.000000,0.525424,0.688889,0.580524,0.833333,0.757576,0.000000,0.000000,0.000000,0.000000
terra,run1,NoNameValid,mediastore,1.000000,0.525424,0.688889,0.580524,0.833333,0.757576,0.000000,0.000000,0.000000,0.000000
terra,run1,NoCitation,mediastore,0.939394,0.525424,0.673913,0.576208,0.800000,0.746269,0.000000,0.000000,0.000000,0.000000
terra,run1,NoValidator,mediastore,0.939394,0.525424,0.673913,0.576208,0.800000,0.746269,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,teastore,1.000000,0.462518,0.632495,0.518225,0.851064,0.781250,0.000000,0.000000,0.000000,0.000000
terra,run1,NoNameValid,teastore,1.000000,0.462518,0.632495,0.518225,0.851064,0.781250,0.000000,0.000000,0.000000,0.000000
terra,run1,NoCitation,teastore,0.937008,0.504950,0.656250,0.556248,0.823529,0.795455,0.000000,0.000000,0.000000,0.000000
terra,run1,NoValidator,teastore,0.937008,0.504950,0.656250,0.556248,0.823529,0.795455,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,teammates,0.987946,0.749043,0.852065,0.787110,0.603774,0.487805,0.715990,0.611746,0.831675,0.761549
terra,run1,NoNameValid,teammates,0.698092,0.926392,0.796200,0.869520,0.646018,0.652952,0.210526,0.400000,0.551199,0.727119
terra,run1,NoCitation,teammates,0.688076,0.792516,0.736613,0.769166,0.641304,0.570600,0.584071,0.611746,0.747173,0.767557
terra,run1,NoValidator,teammates,0.599524,0.933679,0.730188,0.840037,0.624473,0.649123,0.210526,0.400000,0.536772,0.720820
terra,run1,Full,bigbluebutton,0.778959,0.958797,0.859572,0.916479,0.940476,0.975309,0.606061,0.641026,0.901884,0.930914
terra,run1,NoNameValid,bigbluebutton,0.556779,0.958797,0.704469,0.837810,0.831579,0.925059,0.333333,0.555556,0.701120,0.832491
terra,run1,NoCitation,bigbluebutton,0.726108,0.964029,0.828323,0.904739,0.913295,0.963415,0.606061,0.641026,0.881444,0.922679
