sentence,component_id,component_name,confidence,source
4,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
5,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
6,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
8,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
9,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
11,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,coreference
12,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,coreference
12,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,coreference
13,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,coreference
13,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,coreference
14,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
15,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
19,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
20,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
21,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,entity
26,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,entity
30,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,entity
36,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,entity
37,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,entity
38,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,coreference
46,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,entity
47,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,entity
48,_RDHFIFwPEeyiuNx_RO7j-Q,Redis DB,1.00,entity
49,_RDHFIFwPEeyiuNx_RO7j-Q,Redis DB,1.00,entity
50,_kvWs4FkHEeyewPSmlgszyA,Recording Service,1.00,entity
51,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,entity
52,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,entity
53,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,coreference
54,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,entity
57,_9wZIcFkHEeyewPSmlgszyA,FSESL,1.00,entity
58,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,entity
59,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,s24_anchor
60,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,entity
60,_9wZIcFkHEeyewPSmlgszyA,FSESL,1.00,entity
60,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,entity
60,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,s24_anchor
61,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,entity
62,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,entity
63,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,entity
66,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,s24_anchor
67,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,entity
67,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,entity
68,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,entity
69,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,entity
70,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,entity
72,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
72,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,entity
73,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
76,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,coreference
78,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,entity
79,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,entity
79,_2BgxMFkHEeyewPSmlgszyA,Presentation Conversion,1.00,coreference
79,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,entity
