sentence,component_id,component_name,confidence,source
1,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
1,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
1,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
1,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
1,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
1,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
1,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
4,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
5,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
7,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
9,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
9,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
10,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
15,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
16,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,coreference
18,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
19,_GaP8QKETEeu-mYqkDskRow,Client,1.00,coreference
20,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
24,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
25,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
29,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
47,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
50,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
68,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
77,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
78,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
81,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
85,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
85,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
88,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
96,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
97,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
97,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
101,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
118,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
119,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
120,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
122,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
123,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
125,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
127,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
128,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
129,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
131,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
137,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
137,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
140,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
141,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
146,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
149,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
151,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
154,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,coreference
155,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
159,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
161,_zUmhEKESEeu-mYqkDskRow,Common,1.00,coreference
163,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
165,_zUmhEKESEeu-mYqkDskRow,Common,1.00,coreference
166,_zUmhEKESEeu-mYqkDskRow,Common,1.00,coreference
167,_zUmhEKESEeu-mYqkDskRow,Common,1.00,coreference
168,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
174,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
175,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
176,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
177,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
185,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
186,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,coreference
194,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
