model,strategy,encoding,cv_folds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,positive_smell_recall_mean,positive_smell_recall_std,top_1_positive_count_mean,top_1_positive_count_std,top_5_positive_count_mean,top_5_positive_count_std,top_10_positive_count_mean,top_10_positive_count_std,recall
logistic_regression,none,openai,7,0.7215189873417722,0.03930753186127335,0.6349912394649477,0.05604564594052196,0.6313155770782889,0.056909397790310325,0.6315179826625784,0.04742361825376929,0.6313155770782889,0.056909397790310325,37.714285714285715,3.5742845723419436,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.6313155770782889
logistic_regression,class_weight,openai,7,0.720614828209765,0.03980354557514493,0.6300421953611932,0.05640496267989255,0.6504439063761097,0.049711748772140754,0.6381861363861377,0.04164034642776632,0.6504439063761097,0.049711748772140754,38.857142857142854,3.1815796359028696,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.6504439063761097
logistic_regression,random_undersample,openai,7,0.7061482820976492,0.03561973888533852,0.5902585853417357,0.04038768195841979,0.7389426957223567,0.057164227683332194,0.6551696789374513,0.03933666400073641,0.7389426957223567,0.057164227683332194,44.142857142857146,3.6421567954234177,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.7389426957223567
random_forest,none,openai,7,0.7522603978300181,0.03071480606051179,0.765647604725788,0.07903309498237138,0.5047619047619047,0.044883499155600234,0.6062693054939018,0.04464152684633719,0.5047619047619047,0.044883499155600234,30.142857142857142,2.695423180587601,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.5047619047619047
random_forest,class_weight,openai,7,0.755877034358047,0.05206575062888957,0.7218442218051004,0.09922799319269231,0.5887005649717514,0.07256439513961056,0.6459875934255545,0.07272964665665886,0.5887005649717514,0.07256439513961056,35.142857142857146,4.257046978786097,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.5887005649717514
random_forest,random_undersample,openai,7,0.7504520795660036,0.04396110589925215,0.6355017385385351,0.0539368518670322,0.8133171912832929,0.024945931130664283,0.7126626676496748,0.04088865249259756,0.8133171912832929,0.024945931130664283,48.57142857142857,1.6781914463529615,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.8133171912832929
knn,none,openai,7,0.7251356238698011,0.032774989078466286,0.630555491740725,0.04648247959996233,0.6673930589184828,0.046615881750113775,0.647432367579632,0.03855391270112069,0.6673930589184828,0.046615881750113775,39.857142857142854,2.849991049037144,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.6673930589184828
knn,class_weight,openai,7,0.7251356238698011,0.032774989078466286,0.630555491740725,0.04648247959996233,0.6673930589184828,0.046615881750113775,0.647432367579632,0.03855391270112069,0.6673930589184828,0.046615881750113775,39.857142857142854,2.849991049037144,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.6673930589184828
knn,random_undersample,openai,7,0.7133815551537072,0.03150316707085776,0.5875051327118995,0.03615198409670303,0.8301452784503631,0.029152493213772775,0.6871114767725599,0.02470671246858111,0.8301452784503631,0.029152493213772775,49.57142857142857,1.7612611437054215,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.8301452784503631
naive_bayes,none,openai,7,0.7278481012658229,0.0367493696797497,0.6091208195901912,0.03906430665498857,0.7869652945924132,0.04756066789792983,0.6862983750626578,0.039508374478567025,0.7869652945924132,0.04756066789792983,47.0,2.9760952365713798,59.714285714285715,0.45175395145262565,59.714285714285715,0.45175395145262565,0.7869652945924132
