sentence,component_id,component_name,confidence,source
4,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,full_name
5,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,full_name
5,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,partial_name
6,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,full_name
6,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
8,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
9,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
9,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
10,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
10,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
11,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
12,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
12,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
13,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
13,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
14,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,full_name
15,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
18,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
19,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
19,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
20,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
21,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,full_name
30,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,full_name
36,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,full_name
37,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,full_name
38,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,coreference
39,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
46,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,full_name
47,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,full_name
47,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
48,_RDHFIFwPEeyiuNx_RO7j-Q,Redis DB,1.00,full_name
49,_RDHFIFwPEeyiuNx_RO7j-Q,Redis DB,1.00,full_name
50,_kvWs4FkHEeyewPSmlgszyA,Recording Service,1.00,full_name
51,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,full_name
52,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,full_name
53,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,coreference
54,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,full_name
57,_9wZIcFkHEeyewPSmlgszyA,FSESL,1.00,full_name
58,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
59,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
60,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,full_name
60,_9wZIcFkHEeyewPSmlgszyA,FSESL,1.00,full_name
60,_XuNf4FkJEeyewPSmlgszyA,Apps,1.00,full_name
60,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
61,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
62,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
63,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
65,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,partial_name
66,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
67,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,full_name
67,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,full_name
68,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,full_name
68,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
69,_oN4CMFkHEeyewPSmlgszyA,kurento,1.00,full_name
70,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,full_name
72,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,full_name
72,_nwrCMFwPEeyiuNx_RO7j-Q,FreeSWITCH,1.00,full_name
73,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
73,_s0aIcFkHEeyewPSmlgszyA,WebRTC-SFU,1.00,partial_name
73,_yGgUMFkHEeyewPSmlgszyA,HTML5 Server,1.00,partial_name
76,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
78,_4yx-8FkHEeyewPSmlgszyA,BBB web,1.00,full_name
79,_0e5u8FkHEeyewPSmlgszyA,HTML5 Client,1.00,partial_name
79,_6sergFkHEeyewPSmlgszyA,Redis PubSub,1.00,full_name
80,_2BgxMFkHEeyewPSmlgszyA,Presentation Conversion,1.00,full_name
