task,system,config,backend,knowledge,run,project,n_links,P,R,F1,src,sha
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run1,mediastore,59,,,,model-doc/aalinker/terra_s126/run1/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run1,teastore,707,,,,model-doc/aalinker/terra_s126/run1/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run1,teammates,7599,,,,model-doc/aalinker/terra_s126/run1/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run1,bigbluebutton,2084,,,,model-doc/aalinker/terra_s126/run1/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run1,jabref,8522,,,,model-doc/aalinker/terra_s126/run1/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run2,mediastore,52,,,,model-doc/aalinker/terra_s126/run2/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run2,teastore,707,,,,model-doc/aalinker/terra_s126/run2/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run2,teammates,7528,,,,model-doc/aalinker/terra_s126/run2/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run2,bigbluebutton,2097,,,,model-doc/aalinker/terra_s126/run2/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run2,jabref,9494,,,,model-doc/aalinker/terra_s126/run2/jabref.csv o model-code/arcotl/jabref.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run3,mediastore,61,,,,model-doc/aalinker/terra_s126/run3/mediastore.csv o model-code/arcotl/mediastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run3,teastore,707,,,,model-doc/aalinker/terra_s126/run3/teastore.csv o model-code/arcotl/teastore.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run3,teammates,7511,,,,model-doc/aalinker/terra_s126/run3/teammates.csv o model-code/arcotl/teammates.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run3,bigbluebutton,2062,,,,model-doc/aalinker/terra_s126/run3/bigbluebutton.csv o model-code/arcotl/bigbluebutton.csv,
doc-code,aalinker-composed,terra_s126,gpt-5.6-terra,full,run3,jabref,8272,,,,model-doc/aalinker/terra_s126/run3/jabref.csv o model-code/arcotl/jabref.csv,
