sentence,component_id,component_name,confidence,source
1,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
1,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
1,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
1,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,full_name
1,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
1,_GaP8QKETEeu-mYqkDskRow,Client,1.00,full_name
1,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
4,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
5,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
7,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
7,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
9,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
9,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,full_name
10,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,full_name
15,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
16,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
18,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
18,_GaP8QKETEeu-mYqkDskRow,Client,1.00,full_name
19,_GaP8QKETEeu-mYqkDskRow,Client,1.00,coreference
20,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
24,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
25,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
29,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
47,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
50,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
68,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
77,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
78,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
81,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
85,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
87,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
88,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
97,_1lMqsKESEeu-mYqkDskRow,UI,1.00,full_name
97,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
101,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
118,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
119,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
120,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
122,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
122,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,full_name
123,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
125,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
128,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
129,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
131,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
137,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,full_name
138,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,full_name
155,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
163,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,full_name
174,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
175,_zUmhEKESEeu-mYqkDskRow,Common,1.00,full_name
176,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
177,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,full_name
185,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
185,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
186,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
188,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,full_name
194,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
194,_GaP8QKETEeu-mYqkDskRow,Client,1.00,full_name
197,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
198,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,full_name
