sentence,component_id,component_name,confidence,source
1,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,full_name
3,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,full_name
6,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,full_name
7,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,full_name
8,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,full_name
9,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,coreference
11,_ahv3gL0YEeSAHuL4ItXOLQ,UserManagement,1.00,full_name
12,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
12,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,full_name
13,_ahv3gL0YEeSAHuL4ItXOLQ,UserManagement,1.00,full_name
16,_h_QpkLhEEeSNPorBlo7x9g,TagWatermarking,1.00,full_name
17,_h_QpkLhEEeSNPorBlo7x9g,TagWatermarking,1.00,full_name
17,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,full_name
19,_B5geQHDsEeSqnN80MQ2uGw,Packaging,1.00,full_name
20,_o10-YHDrEeSqnN80MQ2uGw,Reencoding,1.00,full_name
21,_o10-YHDrEeSqnN80MQ2uGw,Reencoding,1.00,coreference
23,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
24,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,coreference
25,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
26,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,full_name
27,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,full_name
28,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,coreference
29,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,full_name
30,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,full_name
31,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
32,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
34,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,full_name
34,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,full_name
