backend,run,variant,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2,delta_doc_to_code_file_f1_vs_full,delta_doc_to_code_file_f2_vs_full,delta_doc_to_code_worst_component_f1_vs_full,delta_doc_to_code_worst_component_f2_vs_full,delta_doc_to_code_harmonic_component_f1_vs_full,delta_doc_to_code_harmonic_component_f2_vs_full
terra,run1,Full,0.952308,0.745841,0.818816,0.770530,0.825675,0.784558,0.449865,0.469433,0.653949,0.638445,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run1,NoFullNameValid,0.885502,0.793722,0.811065,0.795982,0.856846,0.833477,0.435990,0.511206,0.649429,0.666875,-0.007750,+0.025451,-0.013875,+0.041773,-0.004520,+0.028430
terra,run1,NoPartialNameValid,0.885720,0.755782,0.781442,0.757970,0.796580,0.785144,0.335439,0.420548,0.581006,0.612403,-0.037374,-0.012560,-0.114426,-0.048885,-0.072943,-0.026042
terra,run1,NoCitation,0.823874,0.853777,0.824652,0.838627,0.813023,0.826194,0.527820,0.579918,0.655536,0.692612,+0.005836,+0.068097,+0.077955,+0.110485,+0.001587,+0.054168
terra,run1,NoValidator,0.751963,0.895237,0.787804,0.839977,0.800840,0.848508,0.434359,0.538027,0.596527,0.680118,-0.031012,+0.069446,-0.015506,+0.068594,-0.057423,+0.041673
terra,run2,Full,0.941315,0.752953,0.817128,0.774135,0.824184,0.792988,0.376232,0.461370,0.626982,0.634987,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run2,NoFullNameValid,0.879057,0.796599,0.808128,0.796221,0.850501,0.835466,0.376232,0.461370,0.622161,0.655738,-0.009000,+0.022087,+0.000000,+0.000000,-0.004821,+0.020752
terra,run2,NoPartialNameValid,0.886205,0.760017,0.783493,0.761223,0.804439,0.791731,0.335439,0.420548,0.582626,0.616589,-0.033635,-0.012912,-0.040793,-0.040822,-0.044356,-0.018398
terra,run2,NoCitation,0.796881,0.825455,0.782916,0.801847,0.803749,0.817633,0.466667,0.560786,0.634472,0.684538,-0.034211,+0.027712,+0.090435,+0.099416,+0.007490,+0.049552
terra,run2,NoValidator,0.754608,0.862531,0.761560,0.807061,0.804713,0.841921,0.445470,0.538027,0.599251,0.679783,-0.055568,+0.032927,+0.069238,+0.076657,-0.027731,+0.044796
terra,run3,Full,0.947562,0.729792,0.802627,0.753844,0.814633,0.769987,0.440000,0.469433,0.638049,0.624082,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,run3,NoFullNameValid,0.883277,0.779440,0.797964,0.781637,0.846987,0.819034,0.435990,0.489941,0.637669,0.653585,-0.004663,+0.027794,-0.004010,+0.020508,-0.000380,+0.029504
terra,run3,NoPartialNameValid,0.884646,0.740153,0.767305,0.742305,0.790057,0.773387,0.335439,0.420548,0.574251,0.605050,-0.035322,-0.011539,-0.104561,-0.048885,-0.063797,-0.019031
terra,run3,NoCitation,0.786294,0.854434,0.801409,0.828014,0.783167,0.809578,0.544552,0.600825,0.644436,0.687076,-0.001218,+0.074170,+0.104552,+0.131392,+0.006388,+0.062994
terra,run3,NoValidator,0.738089,0.892619,0.776375,0.832500,0.783309,0.837995,0.445470,0.538027,0.589045,0.675246,-0.026252,+0.078657,+0.005470,+0.068594,-0.049004,+0.051164
terra,average,Full,0.947062,0.742862,0.812857,0.766170,0.821497,0.782511,0.422032,0.466745,0.639660,0.632505,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000,+0.000000
terra,average,NoCitation,0.802350,0.844555,0.802992,0.822829,0.799980,0.817802,0.513013,0.580510,0.644815,0.688075,-0.009864,+0.056660,+0.090981,+0.113764,+0.005155,+0.055571
terra,average,NoFullNameValid,0.882612,0.789920,0.805719,0.791280,0.851445,0.829326,0.416071,0.487506,0.636420,0.658733,-0.007138,+0.025111,-0.005962,+0.020760,-0.003240,+0.026229
terra,average,NoPartialNameValid,0.885524,0.751984,0.777413,0.753833,0.797025,0.783421,0.335439,0.420548,0.579294,0.611347,-0.035444,-0.012337,-0.086593,-0.046197,-0.060365,-0.021157
terra,average,NoValidator,0.748220,0.883462,0.775246,0.826513,0.796287,0.842808,0.441766,0.538027,0.594941,0.678382,-0.037611,+0.060343,+0.019734,+0.071282,-0.044719,+0.045878
