sentence,component_id,component_name,confidence,source
15,gitlab-workhorse,gitlab-workhorse,1.00,swattr
15,nginx,nginx,1.00,swattr
15,puma,puma,1.00,swattr
16,puma,puma,1.00,swattr
17,redis,redis,1.00,swattr
17,sidekiq,sidekiq,1.00,swattr
18,puma,puma,1.00,swattr
19,puma,puma,1.00,swattr
20,postgresql,postgresql,1.00,swattr
27,gitaly,gitaly,1.00,swattr
27,redis,redis,1.00,swattr
27,sidekiq,sidekiq,1.00,swattr
29,gitaly,gitaly,1.00,swattr
55,gitlab-pages,gitlab-pages,1.00,swattr
59,prometheus,prometheus,1.00,swattr
62,ai-gateway,ai-gateway,1.00,swattr
66,gitlab-duo-workflow-service,gitlab-duo-workflow-service,1.00,swattr
69,consul,consul,1.00,swattr
70,consul,consul,1.00,swattr
71,elasticsearch,elasticsearch,1.00,swattr
72,gitaly,gitaly,1.00,swattr
75,gitaly,gitaly,1.00,swattr
75,praefect,praefect,1.00,swattr
78,gitlab-exporter,gitlab-exporter,1.00,swattr
78,prometheus,prometheus,1.00,swattr
80,gitlab-pages,gitlab-pages,1.00,swattr
82,gitlab-pages,gitlab-pages,1.00,swattr
85,gitlab-runner,gitlab-runner,1.00,swattr
87,gitlab-runner,gitlab-runner,1.00,swattr
90,gitlab-workhorse,gitlab-workhorse,1.00,swattr
90,puma,puma,1.00,swattr
93,elasticsearch,elasticsearch,1.00,swattr
93,grafana,grafana,1.00,swattr
93,prometheus,prometheus,1.00,swattr
94,jaeger,jaeger,1.00,swattr
97,logrotate,logrotate,1.00,swattr
99,object-storage,object-storage,1.00,swattr
99,registry,registry,1.00,swattr
100,object-storage,object-storage,1.00,swattr
103,nginx,nginx,1.00,swattr
105,node-exporter,node-exporter,1.00,swattr
105,prometheus,prometheus,1.00,swattr
106,prometheus,prometheus,1.00,swattr
107,postgresql,postgresql,1.00,swattr
108,pgbouncer,pgbouncer,1.00,swattr
108,prometheus,prometheus,1.00,swattr
111,grafana,grafana,1.00,swattr
111,postgresql,postgresql,1.00,swattr
111,prometheus,prometheus,1.00,swattr
112,prometheus,prometheus,1.00,swattr
113,redis,redis,1.00,swattr
117,grafana,grafana,1.00,swattr
117,prometheus,prometheus,1.00,swattr
117,redis,redis,1.00,swattr
117,redis-exporter,redis-exporter,1.00,swattr
118,registry,registry,1.00,swattr
119,nginx,nginx,1.00,swattr
119,registry,registry,1.00,swattr
120,registry,registry,1.00,swattr
121,registry,registry,1.00,swattr
123,registry,registry,1.00,swattr
124,sentry,sentry,1.00,swattr
126,redis,redis,1.00,swattr
126,sentry,sentry,1.00,swattr
126,sidekiq,sidekiq,1.00,swattr
129,puma,puma,1.00,swattr
130,puma,puma,1.00,swattr
136,nginx,nginx,1.00,swattr
138,puma,puma,1.00,swattr
139,puma,puma,1.00,swattr
140,gitaly,gitaly,1.00,swattr
140,postgresql,postgresql,1.00,swattr
140,redis,redis,1.00,swattr
145,nginx,nginx,1.00,swattr
150,gitlab-runner,gitlab-runner,1.00,swattr
159,gitaly,gitaly,1.00,swattr
160,gitaly,gitaly,1.00,swattr
169,nginx,nginx,1.00,swattr
169,postgresql,postgresql,1.00,swattr
169,puma,puma,1.00,swattr
169,redis,redis,1.00,swattr
170,redis,redis,1.00,swattr
171,puma,puma,1.00,swattr
171,sidekiq,sidekiq,1.00,swattr
172,gitlab-pages,gitlab-pages,1.00,swattr
172,gitlab-runner,gitlab-runner,1.00,swattr
172,puma,puma,1.00,swattr
172,sidekiq,sidekiq,1.00,swattr
176,puma,puma,1.00,swattr
176,redis,redis,1.00,swattr
176,sidekiq,sidekiq,1.00,swattr
180,puma,puma,1.00,swattr
183,nginx,nginx,1.00,swattr
187,redis,redis,1.00,swattr
189,puma,puma,1.00,swattr
196,consul,consul,1.00,swattr
196,gitaly,gitaly,1.00,swattr
196,postgresql,postgresql,1.00,swattr
196,redis,redis,1.00,swattr
199,postgresql,postgresql,1.00,swattr
211,gitlab-workhorse,gitlab-workhorse,1.00,swattr
