backend,run,linker_set,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
terra,run1,Full,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run1,FullNameOnly,mediastore,0.836364,0.779661,0.807018,0.790378,0.892857,0.892857,0.654545,0.647482,0.916549,0.899001
terra,run1,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run1,CorefOnly,mediastore,1.000000,0.101695,0.184615,0.123967,0.193548,0.130435,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,teastore,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
terra,run1,FullNameOnly,teastore,1.000000,0.708628,0.829470,0.752478,0.851064,0.781250,0.666667,0.555556,0.842105,0.769231
terra,run1,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run1,CorefOnly,teastore,1.000000,0.291372,0.451260,0.339486,0.411765,0.304348,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,teammates,0.927517,0.760158,0.835539,0.788617,0.582857,0.501969,0.400000,0.611746,0.711969,0.739033
terra,run1,FullNameOnly,teammates,0.972172,0.729159,0.833310,0.767531,0.560510,0.448980,0.712683,0.607889,0.777707,0.709927
terra,run1,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run1,CorefOnly,teammates,0.871134,0.104360,0.186390,0.126656,0.165289,0.110132,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,bigbluebutton,0.793084,0.930020,0.856111,0.898976,0.911243,0.948276,0.571429,0.454545,0.812156,0.845156
terra,run1,FullNameOnly,bigbluebutton,0.853472,0.803793,0.827888,0.813261,0.802920,0.735294,0.421053,0.312500,0.773331,0.688173
terra,run1,PartialNameOnly,bigbluebutton,0.557377,0.133421,0.215303,0.157359,0.452174,0.369318,0.000000,0.000000,0.000000,0.000000
terra,run1,CorefOnly,bigbluebutton,0.872093,0.049052,0.092879,0.060464,0.162791,0.108359,0.000000,0.000000,0.000000,0.000000
terra,run1,Full,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run1,FullNameOnly,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run1,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run1,CorefOnly,jabref,1.000000,0.117562,0.210390,0.142756,0.086957,0.056180,0.000000,0.000000,0.000000,0.000000
terra,run2,Full,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run2,FullNameOnly,mediastore,0.836364,0.779661,0.807018,0.790378,0.892857,0.892857,0.654545,0.647482,0.916549,0.899001
terra,run2,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run2,CorefOnly,mediastore,1.000000,0.101695,0.184615,0.123967,0.193548,0.130435,0.000000,0.000000,0.000000,0.000000
terra,run2,Full,teastore,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
terra,run2,FullNameOnly,teastore,1.000000,0.708628,0.829470,0.752478,0.851064,0.781250,0.666667,0.555556,0.842105,0.769231
terra,run2,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run2,CorefOnly,teastore,1.000000,0.291372,0.451260,0.339486,0.411765,0.304348,0.000000,0.000000,0.000000,0.000000
terra,run2,Full,teammates,0.817526,0.769668,0.792875,0.778786,0.635294,0.536779,0.715990,0.611746,0.810242,0.784756
terra,run2,FullNameOnly,teammates,0.825307,0.738669,0.779588,0.754510,0.576687,0.473790,0.712683,0.607889,0.760309,0.711208
terra,run2,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run2,CorefOnly,teammates,0.879923,0.113128,0.200482,0.137007,0.180328,0.120879,0.000000,0.000000,0.000000,0.000000
terra,run2,Full,bigbluebutton,0.778085,0.919555,0.842926,0.887290,0.898204,0.928218,0.571429,0.454545,0.800438,0.835603
terra,run2,FullNameOnly,bigbluebutton,0.853472,0.803793,0.827888,0.813261,0.802920,0.735294,0.421053,0.312500,0.773331,0.688173
terra,run2,PartialNameOnly,bigbluebutton,0.555556,0.091563,0.157215,0.109925,0.339623,0.262391,0.000000,0.000000,0.000000,0.000000
terra,run2,CorefOnly,bigbluebutton,0.450980,0.045128,0.082045,0.055033,0.139535,0.092879,0.000000,0.000000,0.000000,0.000000
terra,run2,Full,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run2,FullNameOnly,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run2,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run2,CorefOnly,jabref,0.999482,0.233309,0.378309,0.275556,0.307692,0.217391,0.000000,0.000000,0.000000,0.000000
terra,run3,Full,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
terra,run3,FullNameOnly,mediastore,0.836364,0.779661,0.807018,0.790378,0.892857,0.892857,0.654545,0.647482,0.916549,0.899001
terra,run3,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run3,CorefOnly,mediastore,1.000000,0.101695,0.184615,0.123967,0.193548,0.130435,0.000000,0.000000,0.000000,0.000000
terra,run3,Full,teastore,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
terra,run3,FullNameOnly,teastore,1.000000,0.735502,0.847596,0.776583,0.875000,0.813953,0.666667,0.555556,0.860215,0.793651
terra,run3,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run3,CorefOnly,teastore,1.000000,0.347949,0.516264,0.400130,0.540541,0.423729,0.000000,0.000000,0.000000,0.000000
terra,run3,Full,teammates,0.949751,0.777325,0.854931,0.806613,0.604651,0.514851,0.500000,0.611746,0.767017,0.776115
terra,run3,FullNameOnly,teammates,0.972172,0.729159,0.833310,0.767531,0.560510,0.448980,0.712683,0.607889,0.777707,0.709927
terra,run3,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run3,CorefOnly,teammates,0.974605,0.213289,0.349985,0.252781,0.279070,0.194805,0.175315,0.117282,0.369589,0.269273
terra,run3,Full,bigbluebutton,0.800341,0.920209,0.856100,0.893447,0.910180,0.940594,0.571429,0.454545,0.813809,0.837371
terra,run3,FullNameOnly,bigbluebutton,0.857951,0.793983,0.824728,0.806002,0.794118,0.723861,0.421053,0.312500,0.764463,0.676992
terra,run3,PartialNameOnly,bigbluebutton,0.554572,0.122956,0.201285,0.145624,0.428571,0.343840,0.000000,0.000000,0.000000,0.000000
terra,run3,CorefOnly,bigbluebutton,0.898305,0.034663,0.066751,0.042915,0.096386,0.062500,0.000000,0.000000,0.000000,0.000000
terra,run3,Full,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run3,FullNameOnly,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
terra,run3,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
terra,run3,CorefOnly,jabref,0.999482,0.233309,0.378309,0.275556,0.307692,0.217391,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,mediastore,0.852459,0.881356,0.866667,0.875421,0.949153,0.979021,0.724138,0.739437,0.959391,0.962322
luna,run1,FullNameOnly,mediastore,0.836364,0.779661,0.807018,0.790378,0.892857,0.892857,0.654545,0.647482,0.916549,0.899001
luna,run1,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,mediastore,1.000000,0.186441,0.314286,0.222672,0.444444,0.333333,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teastore,0.994126,0.957567,0.975504,0.964662,0.945455,0.955882,0.909091,0.862069,0.983607,0.974026
luna,run1,FullNameOnly,teastore,0.996024,0.708628,0.828099,0.752026,0.833333,0.775194,0.666667,0.555556,0.842105,0.769231
luna,run1,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,teastore,0.991736,0.339463,0.505796,0.390879,0.400000,0.301724,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teammates,0.716369,0.916142,0.804032,0.867744,0.744898,0.689981,0.666667,0.714286,0.778180,0.858005
luna,run1,FullNameOnly,teammates,0.716179,0.887860,0.792832,0.847240,0.726316,0.659656,0.584071,0.681818,0.756998,0.814421
luna,run1,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,teammates,0.680000,0.121773,0.206557,0.145694,0.177419,0.120350,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,bigbluebutton,0.656051,0.943100,0.773813,0.867212,0.793651,0.880282,0.400000,0.625000,0.718510,0.833305
luna,run1,FullNameOnly,bigbluebutton,0.789702,0.832570,0.810570,0.823628,0.808511,0.753968,0.571429,0.526316,0.784709,0.750118
luna,run1,PartialNameOnly,bigbluebutton,0.500882,0.185742,0.270992,0.212479,0.537313,0.485175,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,bigbluebutton,0.576458,0.342708,0.429861,0.372954,0.580153,0.516304,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,jabref,0.997346,1.000000,0.998671,0.999468,0.977778,0.990991,0.800000,0.909091,0.960000,0.983607
