backend,run,linker_set,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
luna,run1,Full,mediastore,1.000000,0.440678,0.611765,0.496183,0.782609,0.692308,0.000000,0.000000,0.000000,0.000000
luna,run1,NameOnly,mediastore,1.000000,0.423729,0.595238,0.478927,0.755556,0.658915,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,mediastore,1.000000,0.033898,0.065574,0.042017,0.133333,0.087719,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teastore,1.000000,0.373409,0.543769,0.426908,0.772727,0.680000,0.000000,0.000000,0.000000,0.000000
luna,run1,NameOnly,teastore,1.000000,0.261669,0.414798,0.307003,0.682927,0.573770,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,teastore,1.000000,0.145686,0.254321,0.175708,0.312500,0.221239,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teammates,0.941526,0.803384,0.866987,0.827671,0.627907,0.534653,0.571429,0.682325,0.787816,0.787878
luna,run1,NameOnly,teammates,0.946577,0.785600,0.858608,0.813261,0.603550,0.507968,0.571429,0.682325,0.778087,0.768546
luna,run1,CorefOnly,teammates,0.977712,0.243794,0.390273,0.286860,0.224000,0.152838,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,bigbluebutton,0.722010,0.864617,0.786905,0.831760,0.853333,0.826873,0.444444,0.555556,0.776834,0.768745
luna,run1,NameOnly,bigbluebutton,0.720110,0.854807,0.781699,0.823982,0.845638,0.816062,0.444444,0.555556,0.767886,0.754818
luna,run1,CorefOnly,bigbluebutton,0.780105,0.097449,0.173256,0.118123,0.336842,0.240964,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
luna,run1,NameOnly,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
