backend,run,linker_set,project,doc_to_code_file_precision,doc_to_code_file_recall,doc_to_code_file_f1,doc_to_code_file_f2,doc_to_code_component_micro_f1,doc_to_code_component_micro_f2,doc_to_code_worst_component_f1,doc_to_code_worst_component_f2,doc_to_code_harmonic_component_f1,doc_to_code_harmonic_component_f2
luna,run1,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run1,FullNameOnly,mediastore,1.000000,0.423729,0.595238,0.478927,0.755556,0.658915,0.000000,0.000000,0.000000,0.000000
luna,run1,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,mediastore,1.000000,0.084746,0.156250,0.103734,0.193548,0.130435,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teastore,0.958944,0.462518,0.624046,0.515936,0.833333,0.775194,0.000000,0.000000,0.000000,0.000000
luna,run1,FullNameOnly,teastore,1.000000,0.304102,0.466377,0.353270,0.714286,0.609756,0.000000,0.000000,0.000000,0.000000
luna,run1,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,teastore,0.924324,0.241867,0.383408,0.283770,0.486486,0.381356,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,teammates,0.859316,0.837347,0.848189,0.841651,0.692737,0.605469,0.699187,0.682325,0.817861,0.841647
luna,run1,FullNameOnly,teammates,0.852276,0.790910,0.820447,0.802466,0.639535,0.544554,0.584071,0.617766,0.744944,0.742845
luna,run1,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,teammates,0.967579,0.165864,0.283184,0.198810,0.224000,0.152838,0.175315,0.117282,0.306958,0.217532
luna,run1,Full,bigbluebutton,0.818641,0.953564,0.880967,0.923135,0.929412,0.970516,0.727273,0.694444,0.887422,0.924082
luna,run1,FullNameOnly,bigbluebutton,0.937296,0.752780,0.834966,0.783633,0.755906,0.659341,0.235294,0.161290,0.650678,0.538168
luna,run1,PartialNameOnly,bigbluebutton,0.550091,0.197515,0.290664,0.226557,0.532258,0.457064,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,bigbluebutton,0.790960,0.091563,0.164127,0.111235,0.319149,0.226586,0.000000,0.000000,0.000000,0.000000
luna,run1,Full,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
luna,run1,FullNameOnly,jabref,0.999516,1.000000,0.999758,0.999903,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
luna,run1,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run1,CorefOnly,jabref,1.000000,0.148766,0.259002,0.179290,0.240000,0.164835,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run2,FullNameOnly,mediastore,1.000000,0.423729,0.595238,0.478927,0.755556,0.658915,0.000000,0.000000,0.000000,0.000000
luna,run2,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run2,CorefOnly,mediastore,1.000000,0.050847,0.096774,0.062762,0.133333,0.087719,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,teastore,1.000000,0.568600,0.724977,0.622291,0.875000,0.813953,0.333333,0.238095,0.731707,0.630252
luna,run2,FullNameOnly,teastore,1.000000,0.304102,0.466377,0.353270,0.714286,0.609756,0.000000,0.000000,0.000000,0.000000
luna,run2,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run2,CorefOnly,teastore,1.000000,0.366337,0.536232,0.419501,0.578947,0.462185,0.333333,0.238095,0.521739,0.405405
luna,run2,Full,teammates,0.849002,0.840929,0.844946,0.842531,0.696133,0.612840,0.699187,0.682325,0.815663,0.844157
luna,run2,FullNameOnly,teammates,0.854788,0.806966,0.830189,0.816097,0.655172,0.562130,0.584071,0.681818,0.757264,0.761597
luna,run2,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run2,CorefOnly,teammates,0.886734,0.141163,0.243554,0.169700,0.222222,0.152505,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,bigbluebutton,0.783871,0.953564,0.860431,0.913992,0.929412,0.970516,0.740741,0.694444,0.897298,0.928337
luna,run2,FullNameOnly,bigbluebutton,0.869992,0.752780,0.807153,0.773625,0.744186,0.655738,0.235294,0.161290,0.645387,0.536713
luna,run2,PartialNameOnly,bigbluebutton,0.566604,0.197515,0.292919,0.227102,0.540984,0.459610,0.000000,0.000000,0.000000,0.000000
luna,run2,CorefOnly,bigbluebutton,0.812865,0.090909,0.163529,0.110546,0.282609,0.197568,0.000000,0.000000,0.000000,0.000000
luna,run2,Full,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run2,FullNameOnly,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run2,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run2,CorefOnly,jabref,1.000000,0.147799,0.257534,0.178165,0.166667,0.111111,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,run3,FullNameOnly,mediastore,1.000000,0.423729,0.595238,0.478927,0.755556,0.658915,0.000000,0.000000,0.000000,0.000000
luna,run3,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run3,CorefOnly,mediastore,1.000000,0.050847,0.096774,0.062762,0.133333,0.087719,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,teastore,1.000000,0.504950,0.671053,0.560440,0.875000,0.813953,0.000000,0.000000,0.000000,0.000000
luna,run3,FullNameOnly,teastore,1.000000,0.304102,0.466377,0.353270,0.714286,0.609756,0.000000,0.000000,0.000000,0.000000
luna,run3,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run3,CorefOnly,teastore,1.000000,0.250354,0.400452,0.294509,0.457143,0.344828,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,teammates,0.824820,0.821662,0.823238,0.822292,0.636364,0.550098,0.750000,0.682325,0.840635,0.841474
luna,run3,FullNameOnly,teammates,0.930823,0.787699,0.853301,0.812691,0.606061,0.502008,0.750000,0.682325,0.803637,0.764946
luna,run3,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run3,CorefOnly,teammates,0.534752,0.139681,0.221504,0.163899,0.215385,0.151188,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,bigbluebutton,0.776771,0.953564,0.856136,0.912048,0.951807,0.980149,0.740741,0.694444,0.905422,0.931798
luna,run3,FullNameOnly,bigbluebutton,0.869992,0.752780,0.807153,0.773625,0.744186,0.655738,0.235294,0.161290,0.645387,0.536713
luna,run3,PartialNameOnly,bigbluebutton,0.549091,0.197515,0.290524,0.226523,0.559322,0.464789,0.000000,0.000000,0.000000,0.000000
luna,run3,CorefOnly,bigbluebutton,0.810976,0.086985,0.157118,0.105892,0.301075,0.212121,0.000000,0.000000,0.000000,0.000000
luna,run3,Full,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run3,FullNameOnly,jabref,0.892680,1.000000,0.943297,0.976520,0.956522,0.982143,0.800000,0.909091,0.941176,0.975610
luna,run3,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,run3,CorefOnly,jabref,1.000000,0.117562,0.210390,0.142756,0.086957,0.056180,0.000000,0.000000,0.000000,0.000000
luna,average,CorefOnly,bigbluebutton,0.804934,0.089819,0.161591,0.109224,0.300944,0.212092,0.000000,0.000000,0.000000,0.000000
luna,average,CorefOnly,jabref,1.000000,0.138042,0.242309,0.166737,0.164541,0.110709,0.000000,0.000000,0.000000,0.000000
luna,average,CorefOnly,mediastore,1.000000,0.062147,0.116599,0.076419,0.153405,0.101958,0.000000,0.000000,0.000000,0.000000
luna,average,CorefOnly,teammates,0.796355,0.148903,0.249414,0.177470,0.220536,0.152177,0.058438,0.039094,0.102319,0.072511
luna,average,CorefOnly,teastore,0.974775,0.286186,0.440031,0.332593,0.507525,0.396123,0.111111,0.079365,0.173913,0.135135
luna,average,Full,bigbluebutton,0.793094,0.953564,0.865845,0.916392,0.936877,0.973727,0.736252,0.694444,0.896714,0.928072
luna,average,Full,jabref,0.928292,1.000000,0.962117,0.984314,0.971015,0.988095,0.866667,0.939394,0.960784,0.983740
luna,average,Full,mediastore,1.000000,0.474576,0.643678,0.530303,0.808511,0.725191,0.000000,0.000000,0.000000,0.000000
luna,average,Full,teammates,0.844379,0.833313,0.838791,0.835491,0.675078,0.589469,0.716125,0.682325,0.824720,0.842426
luna,average,Full,teastore,0.986315,0.512023,0.673359,0.566222,0.861111,0.801033,0.111111,0.079365,0.243902,0.210084
luna,average,FullNameOnly,bigbluebutton,0.892427,0.752780,0.816424,0.776961,0.748093,0.656939,0.235294,0.161290,0.647151,0.537198
luna,average,FullNameOnly,jabref,0.928292,1.000000,0.962117,0.984314,0.971015,0.988095,0.866667,0.939394,0.960784,0.983740
luna,average,FullNameOnly,mediastore,1.000000,0.423729,0.595238,0.478927,0.755556,0.658915,0.000000,0.000000,0.000000,0.000000
luna,average,FullNameOnly,teammates,0.879296,0.795192,0.834646,0.810418,0.633589,0.536231,0.639381,0.660636,0.768615,0.756463
luna,average,FullNameOnly,teastore,1.000000,0.304102,0.466377,0.353270,0.714286,0.609756,0.000000,0.000000,0.000000,0.000000
luna,average,PartialNameOnly,bigbluebutton,0.555262,0.197515,0.291369,0.226727,0.544188,0.460488,0.000000,0.000000,0.000000,0.000000
luna,average,PartialNameOnly,jabref,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,average,PartialNameOnly,mediastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,average,PartialNameOnly,teammates,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
luna,average,PartialNameOnly,teastore,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
