backend,run,linker_set,project,doc_to_model_link_precision,doc_to_model_link_recall,doc_to_model_link_f1,doc_to_model_link_f2
luna,run1,full_name_only,mediastore,1.000000,0.548387,0.708333,0.602837
luna,run1,full_name_only,teastore,1.000000,0.555556,0.714286,0.609756
luna,run1,full_name_only,teammates,0.746032,0.824561,0.783333,0.807560
luna,run1,full_name_only,bigbluebutton,0.970588,0.532258,0.687500,0.585106
luna,run1,full_name_only,jabref,1.000000,1.000000,1.000000,1.000000
luna,run1,partial_name_only,mediastore,0.000000,0.000000,0.000000,0.000000
luna,run1,partial_name_only,teastore,0.000000,0.000000,0.000000,0.000000
luna,run1,partial_name_only,teammates,0.000000,0.000000,0.000000,0.000000
luna,run1,partial_name_only,bigbluebutton,0.685714,0.387097,0.494845,0.424028
luna,run1,partial_name_only,jabref,0.000000,0.000000,0.000000,0.000000
luna,run1,coref_only,mediastore,1.000000,0.096774,0.176471,0.118110
luna,run1,coref_only,teastore,0.900000,0.333333,0.486486,0.381356
luna,run1,coref_only,teammates,0.928571,0.228070,0.366197,0.268595
luna,run1,coref_only,bigbluebutton,1.000000,0.145161,0.253521,0.175097
luna,run1,coref_only,jabref,1.000000,0.166667,0.285714,0.200000
luna,run1,full,mediastore,1.000000,0.612903,0.760000,0.664336
luna,run1,full,teastore,0.952381,0.740741,0.833333,0.775194
luna,run1,full,teammates,0.675000,0.947368,0.788321,0.876623
luna,run1,full,bigbluebutton,0.830986,0.951613,0.887218,0.924765
luna,run1,full,jabref,1.000000,1.000000,1.000000,1.000000
luna,run2,full_name_only,mediastore,1.000000,0.548387,0.708333,0.602837
luna,run2,full_name_only,teastore,1.000000,0.555556,0.714286,0.609756
luna,run2,full_name_only,teammates,0.753846,0.859649,0.803279,0.836177
luna,run2,full_name_only,bigbluebutton,0.971429,0.548387,0.701031,0.600707
luna,run2,full_name_only,jabref,0.900000,1.000000,0.947368,0.978261
luna,run2,partial_name_only,mediastore,0.000000,0.000000,0.000000,0.000000
luna,run2,partial_name_only,teastore,0.000000,0.000000,0.000000,0.000000
luna,run2,partial_name_only,teammates,0.200000,0.052632,0.083333,0.061728
luna,run2,partial_name_only,bigbluebutton,0.750000,0.387097,0.510638,0.428571
luna,run2,partial_name_only,jabref,0.000000,0.000000,0.000000,0.000000
luna,run2,coref_only,mediastore,1.000000,0.064516,0.121212,0.079365
luna,run2,coref_only,teastore,1.000000,0.407407,0.578947,0.462185
luna,run2,coref_only,teammates,0.800000,0.210526,0.333333,0.246914
luna,run2,coref_only,bigbluebutton,1.000000,0.145161,0.253521,0.175097
luna,run2,coref_only,jabref,1.000000,0.111111,0.200000,0.135135
luna,run2,full,mediastore,1.000000,0.612903,0.760000,0.664336
luna,run2,full,teastore,1.000000,0.777778,0.875000,0.813953
luna,run2,full,teammates,0.655172,1.000000,0.791667,0.904762
luna,run2,full,bigbluebutton,0.871429,0.983871,0.924242,0.959119
luna,run2,full,jabref,0.900000,1.000000,0.947368,0.978261
luna,run3,full_name_only,mediastore,1.000000,0.548387,0.708333,0.602837
luna,run3,full_name_only,teastore,1.000000,0.555556,0.714286,0.609756
luna,run3,full_name_only,teammates,0.875000,0.859649,0.867257,0.862676
luna,run3,full_name_only,bigbluebutton,0.971429,0.548387,0.701031,0.600707
luna,run3,full_name_only,jabref,0.900000,1.000000,0.947368,0.978261
luna,run3,partial_name_only,mediastore,0.000000,0.000000,0.000000,0.000000
luna,run3,partial_name_only,teastore,0.000000,0.000000,0.000000,0.000000
luna,run3,partial_name_only,teammates,0.000000,0.000000,0.000000,0.000000
luna,run3,partial_name_only,bigbluebutton,0.793103,0.370968,0.505495,0.415162
luna,run3,partial_name_only,jabref,0.000000,0.000000,0.000000,0.000000
luna,run3,coref_only,mediastore,1.000000,0.064516,0.121212,0.079365
luna,run3,coref_only,teastore,1.000000,0.296296,0.457143,0.344828
luna,run3,coref_only,teammates,0.631579,0.210526,0.315789,0.242915
luna,run3,coref_only,bigbluebutton,1.000000,0.145161,0.253521,0.175097
luna,run3,coref_only,jabref,1.000000,0.055556,0.105263,0.068493
luna,run3,full,mediastore,1.000000,0.612903,0.760000,0.664336
luna,run3,full,teastore,1.000000,0.777778,0.875000,0.813953
luna,run3,full,teammates,0.701299,0.947368,0.805970,0.885246
luna,run3,full,bigbluebutton,0.895522,0.967742,0.930233,0.952381
luna,run3,full,jabref,0.900000,1.000000,0.947368,0.978261
luna,average,full_name_only,mediastore,1.000000,0.548387,0.708333,0.602837
luna,average,full_name_only,teastore,1.000000,0.555556,0.714286,0.609756
luna,average,full_name_only,teammates,0.791626,0.847953,0.817956,0.835471
luna,average,full_name_only,bigbluebutton,0.971148,0.543011,0.696521,0.595507
luna,average,full_name_only,jabref,0.933333,1.000000,0.964912,0.985507
luna,average,partial_name_only,mediastore,0.000000,0.000000,0.000000,0.000000
luna,average,partial_name_only,teastore,0.000000,0.000000,0.000000,0.000000
luna,average,partial_name_only,teammates,0.066667,0.017544,0.027778,0.020576
luna,average,partial_name_only,bigbluebutton,0.742939,0.381720,0.503659,0.422587
luna,average,partial_name_only,jabref,0.000000,0.000000,0.000000,0.000000
luna,average,coref_only,mediastore,1.000000,0.075269,0.139632,0.092280
luna,average,coref_only,teastore,0.966667,0.345679,0.507526,0.396123
luna,average,coref_only,teammates,0.786717,0.216374,0.338440,0.252808
luna,average,coref_only,bigbluebutton,1.000000,0.145161,0.253521,0.175097
luna,average,coref_only,jabref,1.000000,0.111111,0.196992,0.134543
luna,average,full,mediastore,1.000000,0.612903,0.760000,0.664336
luna,average,full,teastore,0.984127,0.765432,0.861111,0.801034
luna,average,full,teammates,0.677157,0.964912,0.795319,0.888877
luna,average,full,bigbluebutton,0.865979,0.967742,0.913898,0.945422
luna,average,full,jabref,0.933333,1.000000,0.964912,0.985507
