sentence,component_id,component_name,confidence,source
1,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,multi_framing
3,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,multi_framing
6,_st2Y0HDrEeSqnN80MQ2uGw,Facade,1.00,multi_framing
7,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,multi_framing
8,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,multi_framing
9,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,coreference
11,_ahv3gL0YEeSAHuL4ItXOLQ,UserManagement,1.00,multi_framing
12,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
12,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,multi_framing
13,_ahv3gL0YEeSAHuL4ItXOLQ,UserManagement,1.00,multi_framing
16,_h_QpkLhEEeSNPorBlo7x9g,TagWatermarking,1.00,multi_framing
17,_h_QpkLhEEeSNPorBlo7x9g,TagWatermarking,1.00,multi_framing
17,_p_EeYHDrEeSqnN80MQ2uGw,MediaManagement,1.00,multi_framing
19,_B5geQHDsEeSqnN80MQ2uGw,Packaging,1.00,multi_framing
20,_o10-YHDrEeSqnN80MQ2uGw,Reencoding,1.00,multi_framing
23,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
24,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,coreference
25,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
25,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,multi_framing
26,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,multi_framing
27,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,multi_framing
28,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,coreference
29,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,multi_framing
30,_tBjC0HDpEeSqnN80MQ2uGw,UserDBAdapter,1.00,multi_framing
31,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
32,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
33,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
33,_qxAiILg7EeSNPorBlo7x9g,FileStorage,1.00,multi_framing
34,_5LN7MLg2EeSNPorBlo7x9g,DB,1.00,multi_framing
34,_9eK7YHDrEeSqnN80MQ2uGw,MediaAccess,1.00,multi_framing
35,_qxAiILg7EeSNPorBlo7x9g,FileStorage,1.00,multi_framing
36,_qxAiILg7EeSNPorBlo7x9g,FileStorage,1.00,multi_framing
