sentence,component_id,component_name,confidence,source
1,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,seed
2,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,seed
2,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,seed
3,_AiuxcDVdEeqPG_FgW3bi6Q,Auth,1.00,seed
4,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,seed
4,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,seed
5,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,seed
6,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,coreference
7,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,seed
7,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,seed
8,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,seed
10,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,seed
10,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,seed
11,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,coreference
11,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,partial
12,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,seed
12,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,partial
13,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,partial
15,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,partial
18,_AiuxcDVdEeqPG_FgW3bi6Q,Auth,1.00,seed
22,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,seed
23,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,coreference
24,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,coreference
25,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,seed
26,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,coreference
27,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,seed
28,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,coreference
36,_kgbngDVgEeqPG_FgW3bi6Q,OrderBasedRecommender,1.00,entity
37,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,seed
38,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,seed
41,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,seed
43,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,seed
