sentence,component_id,component_name,confidence,source
1,_Coy0kEl4Ee243f2e4VWs6w,gui,1.00,multi_framing
1,_He3LoEl4Ee243f2e4VWs6w,logic,1.00,multi_framing
1,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
2,_EBiwMEl4Ee243f2e4VWs6w,cli,1.00,multi_framing
2,_NUdtEEl4Ee243f2e4VWs6w,preferences,1.00,multi_framing
4,_Coy0kEl4Ee243f2e4VWs6w,gui,1.00,multi_framing
4,_He3LoEl4Ee243f2e4VWs6w,logic,1.00,multi_framing
4,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
5,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
6,_Coy0kEl4Ee243f2e4VWs6w,gui,1.00,multi_framing
6,_He3LoEl4Ee243f2e4VWs6w,logic,1.00,multi_framing
6,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
7,_Coy0kEl4Ee243f2e4VWs6w,gui,1.00,multi_framing
9,_He3LoEl4Ee243f2e4VWs6w,logic,1.00,multi_framing
9,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
10,_EBiwMEl4Ee243f2e4VWs6w,cli,1.00,multi_framing
11,_NUdtEEl4Ee243f2e4VWs6w,preferences,1.00,multi_framing
12,_MFIzMEl4Ee243f2e4VWs6w,model,1.00,multi_framing
