sentence,component_id,component_name,confidence,source
1,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
1,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
1,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
1,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
1,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
1,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
1,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
4,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
5,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
7,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
9,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
10,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
15,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
16,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
17,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
18,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
19,_GaP8QKETEeu-mYqkDskRow,Client,1.00,coreference
20,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
22,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
25,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
29,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
46,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
47,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
68,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
68,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
77,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
78,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,coreference
81,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
85,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
87,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
88,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
88,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
91,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
93,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
97,_1lMqsKESEeu-mYqkDskRow,UI,1.00,multi_framing
97,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
101,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
118,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
119,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
120,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
122,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
122,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
123,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
125,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,coreference
128,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
129,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
131,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
137,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
138,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
141,_KGVMcKETEeu-mYqkDskRow,GAE Datastore,1.00,multi_framing
155,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
161,_zUmhEKESEeu-mYqkDskRow,Common,1.00,coreference
163,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
168,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,coreference
173,_Bae2oKETEeu-mYqkDskRow,Test Driver,1.00,multi_framing
174,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
175,_zUmhEKESEeu-mYqkDskRow,Common,1.00,multi_framing
176,_3LCnIKESEeu-mYqkDskRow,Logic,1.00,multi_framing
177,_9JlCIKESEeu-mYqkDskRow,Storage,1.00,multi_framing
185,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
186,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
188,_EIoe8KETEeu-mYqkDskRow,E2E,1.00,multi_framing
194,_GaP8QKETEeu-mYqkDskRow,Client,1.00,multi_framing
