sentence,component_id,component_name,confidence,source
1,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
2,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
2,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
3,_AiuxcDVdEeqPG_FgW3bi6Q,Auth,1.00,entity
4,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,entity
4,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
5,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
6,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
7,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
8,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
9,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
10,_bC13QDVWEeqPG_FgW3bi6Q,WebUI,1.00,entity
10,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
11,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
12,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
14,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
15,_yA04AKTKEeqKjI323B3R3w,ImageProvider,1.00,entity
18,_AiuxcDVdEeqPG_FgW3bi6Q,Auth,1.00,entity
22,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,entity
23,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,entity
24,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,entity
26,_lnx1oDVWEeqPG_FgW3bi6Q,Persistence,1.00,entity
27,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
28,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
29,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
30,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
31,_m3fxEDVWEeqPG_FgW3bi6Q,Recommender,1.00,entity
36,_kgbngDVgEeqPG_FgW3bi6Q,OrderBasedRecommender,1.00,entity
37,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
38,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
39,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
40,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
41,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
43,_dhM6oDVXEeqPG_FgW3bi6Q,Registry,1.00,entity
