2026-06-05 13:15:42,824 | INFO | Session started | target=openai (gpt-5.4)
2026-06-05 13:15:43,155 | INFO | REQ#1 | 328ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,155 | INFO | REQ#2 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,155 | INFO | REQ#3 | 329ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,156 | INFO | REQ#4 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,156 | INFO | REQ#5 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,157 | INFO | REQ#6 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,157 | INFO | REQ#7 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,157 | INFO | REQ#8 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,157 | INFO | REQ#9 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#10 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#11 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#12 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#13 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#14 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#15 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
2026-06-05 13:15:43,158 | INFO | REQ#16 | 0ms | tokens=N/A | ERROR: OPENAI_API_KEY environment variable not set
