2026-06-04 03:11:26,488 | INFO | Session started | target=openai (gpt-5.4)
2026-06-04 03:11:26,490 | INFO | REQ#1 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,491 | INFO | REQ#2 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,491 | INFO | REQ#3 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,491 | INFO | REQ#4 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,492 | INFO | REQ#5 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,492 | INFO | REQ#6 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,492 | INFO | REQ#7 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,493 | INFO | REQ#8 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,493 | INFO | REQ#9 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,493 | INFO | REQ#10 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,494 | INFO | REQ#11 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,494 | INFO | REQ#12 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,495 | INFO | REQ#13 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,495 | INFO | REQ#14 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,497 | INFO | REQ#15 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,497 | INFO | REQ#16 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,497 | INFO | REQ#17 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,498 | INFO | REQ#18 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,498 | INFO | REQ#19 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,499 | INFO | REQ#20 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,499 | INFO | REQ#21 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,499 | INFO | REQ#22 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,499 | INFO | REQ#23 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,500 | INFO | REQ#24 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,501 | INFO | REQ#25 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,501 | INFO | REQ#26 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,501 | INFO | REQ#27 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,501 | INFO | REQ#28 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,503 | INFO | REQ#29 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,503 | INFO | REQ#30 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,503 | INFO | REQ#31 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,504 | INFO | REQ#32 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,505 | INFO | REQ#33 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,505 | INFO | REQ#34 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,505 | INFO | REQ#35 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,506 | INFO | REQ#36 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,506 | INFO | REQ#37 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,506 | INFO | REQ#38 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,506 | INFO | REQ#39 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
2026-06-04 03:11:26,506 | INFO | REQ#40 | 0ms | tokens=N/A | ERROR: OpenAI package not installed. Install with: pip install openai
